id,name
799,Федора
800,Федосия
801,Федосья
802,Федотия
803,Федотья
804,Федула
805,Фекла
806,Фекуса
807,Феликса
808,Фелица
809,Фелицата
810,Фелициана
811,Фелицитата
812,Фелиция
813,Феогния
814,Феодора
815,Феодосия
816,Феодота
817,Феодотия
818,Феодула
819,Феодулия
820,Феозва
821,Феоктиста
822,Феона
823,Феонилла
824,Феопистия
825,Феосовия
826,Феофания
827,Феофила
828,Фервуфа
829,Феруза
830,Фессалоника
831,Фессалоникия
832,Фетиния
833,Фетинья
834,Фея
835,Фёкла
836,Фива
837,Фивея
838,Филарета
839,Филиппа
840,Филиппин
841,Филиппина
842,Филомена
843,Филонилла
844,Филофея
845,Фиста
846,Флавия
847,Флёна
848,Флора
849,Флорентина
850,Флоренция
851,Флориана
852,Флорида
853,Фомаида
854,Фортуната
855,Фотина
856,Фотиния
857,Фотинья
858,Франсуаза
859,Франциска
860,Франческа
861,Фредерика
862,Фрида
863,Фридерика
864,Хаврония
865,Халима
866,Хариесса
867,Хариса
868,Харита
869,Харитина
870,Хильда
871,Хильдегарда
872,Хиония
873,Хриса
874,Хрисия
875,Христиана
876,Христина
877,Христя
878,Цвета
879,Цветана
880,Целестина
881,Цецилия
882,Чеслава
883,Чулпан
884,Шангуль
885,Шарлотта
886,Ширин
887,Шушаника
888,Эвелина
889,Эгина
890,Эдда
891,Эдит
892,Эдита
893,Элахе
894,Элеонора
895,Элиана
896,Элиза
897,Элизабет
898,Элина
899,Элисса
900,Элла
901,Эллада
902,Эллина
903,Элоиза
904,Эльвира
905,Эльга
906,Эльза
907,Эльмира
908,Эмилиана
909,Эмилия
910,Эмма
911,Эннафа
912,Эра
913,Эрика
914,Эрнеста
915,Эрнестина
916,Эсмеральда
917,Эстер
918,Эсфирь
919,Юдита
920,Юдифь
921,Юзефа
922,Юлдуз
923,Юлиана
924,Юлиания
925,Юлия
926,Юна
927,Юния
928,Юнона
929,Юрия
930,Юстина
931,Юханна
932,Ядвига
933,Яна
934,Янина
935,Янита
936,Янка
937,Янсылу
938,Ярослава
